non_standard_date_0,non_standard_date_1,category_2,id_3,name_4,complex_5,non_standard_date_6,small_floats_7,category_8,very_large_number_9,boolean_10,mixed_numeric_11,mixed_dates_with_nulls_12,non_standard_date_13,mixed_dates_with_nulls_14,non_standard_date_15,complex_16,small_floats_17,boolean_18,category_19,utf8_20,utf8_21,mixed_names_with_nulls_22,category_23,mixed_dates_with_nulls_24,utf8_25,category_26,utf8_27,id_28,small_floats_29,small_floats_30,mixed_dates_with_nulls_31,mixed_dates_with_nulls_32,utf8_33,utf8_34,non_standard_date_35,complex_36,non_standard_date_37,mixed_names_with_nulls_38,very_large_number_39,complex_40,very_large_number_41,id_42,boolean_43,boolean_44,non_standard_date_45,id_46,category_47,mixed_numeric_48,non_standard_date_49,very_large_number_50,non_standard_date_51,mixed_numeric_52,id_53,name_54,non_standard_date_55,small_floats_56,mixed_dates_with_nulls_57,mixed_numeric_58,mixed_dates_with_nulls_59,boolean_60,sparsed_columns_61,boolean_62,non_standard_date_63,small_floats_64,non_standard_date_65,sparsed_columns_66,mixed_numeric_67,mixed_dates_with_nulls_68,small_floats_69,complex_70,boolean_71,id_72,mixed_numeric_73,very_large_number_74,email_75,mixed_missing_values_76,email_77,category_78,category_79,id_80,mixed_numeric_81,complex_82,non_standard_date_83,email_84,email_85,mixed_dates_with_nulls_86,mixed_names_with_nulls_87,id_88,mixed_dates_with_nulls_89,very_large_number_90,complex_91,non_standard_date_92,category_93,non_standard_date_94,small_floats_95,very_large_number_96,mixed_numeric_97,boolean_98,id_99
05-25-2012,1997-09-08,,6442788920,Bobby Davis,(0.7162362407047945+0.9661673801239952j),18-04-2022,0.595220850033395,D,48862090177519296346,False,293,24-01-2010,14/08/14,,12-08-2023,(0.9898092726457063+0.16243239034521428j),0.40885230330996125,True,D,程冬梅,左坤,Troy Nelson,A,05-09-2023,冯红霞,C,刘桂花,90267,0.9440020748217623,0.4064472848139422,22-08-2004,16-02-2003,潘英,黄建华,02-15-2007,(0.2842116156542269+0.671495028988985j),12-16-2019,Teresa Peterson,28123781215184251073,(0.05599890791384976+0.9266835603425337j),23998622783332603518,5247322317,YES,False,09/18/2013,42359,,563,12-11-2020,19090947856893152701,29-05-1997,744,1930499531,Melanie Vasquez,14-09-1995,0.28596351392076147,2004-10-26,951,,YES,,YES,1999-04-22,0.42601108066657756,25-04-2020,,278,,0.05230206018821382,(0.7522664625144296+0.15106469750172014j),False,7622139006,expert,17239507696787990724,phillipscassandra@example.net,missing,tperry@example.net,,C,70337,376,(0.24452624035443749+0.21466932665678695j),2014-08-31,bnunez@example.net,melindamitchell@example.com,07-08-2005,Jonathan Rivera,24846,04-29-2004,92862940529717028530,(0.590585705895007+0.5398927245496689j),10-07-1998,B,2001-03-09,0.8710408694692262,88048091078668319467,figure,True,9160827801
29-03-2017,2018-11-02,C,9331978288,Alexander Mata,(0.4347520602985059+0.4836721276086666j),29-06-2006,0.3413983202002606,,73724487046579865905,True,only,,02/20/2002,,04-07-2021,(0.9280530538102807+0.5556674258064388j),0.7663082915645674,True,B,张利,左金凤,,D,01-20-1995,王小红,D,季慧,76490,0.6800602722390158,0.6140776321782655,12-02-2011,,章雷,李桂珍,06-04-1997,(0.6616977802545648+0.5747385133951746j),04-02-2005,Karen Nichols,9997453858004953056,(0.791037967836547+0.43388183230046296j),84145262482132499225,9733892196,False,False,11/08/1998,14301,C,interview,06-25-1999,32649439993449775830,1996-05-17,308,9041752875,Christy Reed,19-09-2015,0.5648171883706775,2003-03-21,559,,False,adult,False,08-29-1995,0.35072685068688525,01-12-2001,,be,16-08-2009,0.9468718257814861,(0.9736936178436959+0.8401245757816647j),True,7711594483,church,21730831760897941898,hernandezevelyn@example.net,Not found,mark00@example.net,B,C,93626,875,(0.002142159714559666+0.7619284517905991j),2021-12-30,jessica74@example.org,cristinawilliams@example.com,06-07-2021,Stephanie Villa,80953,08-02-1994,48636144041362533044,(0.3837035042588932+0.8112549699977214j),09-18-2023,D,1994-10-01,0.36738754226256387,32551046671745262711,score,YES,7940998551
11-02-2016,2006-02-21,C,3285765594,Joe Buck,(0.6957457104540992+0.7083845151861831j),21-01-2013,0.2699234992363786,D,92725422542419286110,,192,,19-03-2013,12-30-2016,14-08-2006,(0.8708412690872022+0.5821853584778969j),0.2510033869706002,True,B,秦辉,陈欣,,C,,李娜,D,张勇,10903,0.3958480345330053,0.8335067507459023,,20-09-1998,陈燕,陈丹,10-28-2003,(0.9734700398135633+0.8454586399517062j),01-21-2000,Justin Ramirez,27599901519418794837,(0.7830202702537221+0.9840994739630806j),74940194916098855164,9065516647,False,False,12/10/12,75829,C,319,06-06-2015,31560901636896703624,2010-05-21,develop,9556339820,Samuel Moore,19-08-2000,0.03630904509344246,1999-03-28,next,,NO,,True,2021-03-11,0.7883944210206105,07-03-2012,bit,major,,0.6547065470420126,(0.5781063796269855+0.7089104253322285j),True,8025452729,heavy,84405381031336061806,tammy52@example.com,Not found,omyers@example.net,B,C,73489,394,(0.2086888822647225+0.5084379612853296j),2007-08-04,daniel88@example.net,nwhite@example.com,13-07-1997,,56823,07-17-2003,67422386953453727477,(0.7846634102450386+0.21706756783882397j),03-28-2012,C,2011-09-15,0.8177591188608386,14109006123485743860,618,True,6277767540
2000-12-23,2012-03-11,D,1652164045,Mrs. Makayla Clark,(0.0060594895951531225+0.7012171598805867j),01-12-2016,0.7469187570935625,,46515268204627622748,YES,treat,,28-05-2008,,09-02-1996,(0.5882064022878979+0.02155881912859725j),0.8199625037597101,False,C,宋宁,杨瑞,Shelly Norton,C,,李敏,,项倩,16815,0.7206619177581031,0.7818348828608309,13-06-1998,26-12-2020,韩玉英,郑博,05-30-2018,(0.906130674962168+0.27496132546101126j),01-22-1996,,21799280445923783231,(0.47868899684291255+0.3919741864193993j),88209478183334627694,2597400258,YES,True,2019-08-15,24534,,290,05-15-2019,16816032465777836789,2009-08-20,568,2315521803,Jessica Jones,08-10-1999,0.7837496292120295,2017-10-02,484,,,,NO,04-22-2021,0.2550308119485435,11-04-1996,next,190,04-11-2022,0.2319670938342533,(0.5707091036794356+0.09485626420998483j),False,3197458884,661,47202937082741844177,jadams@example.com,same,lcarrillo@example.org,,B,71016,118,(0.08581256136912507+0.14498494600405654j),2018-05-20,marthajohnson@example.net,lowens@example.com,15-04-2024,Calvin Jackson,96491,,42534305810685297422,(0.7290170692310819+0.3899713025597229j),05-07-2022,A,1998-07-19,0.8062969379113968,85836653739792630480,620,True,2641309554
22-03-2012,2001-02-20,A,1170864709,Michael Price,(0.6568470968777841+0.4434265454672768j),28-06-1996,0.8678737551832181,A,56172962927124705806,YES,behind,06-06-2006,02/11/02,06-25-1998,04-12-2000,(0.4163180093834483+0.3024962434258771j),0.6608330997058768,False,D,魏英,吴玲,,A,10-07-2004,岳博,B,廖桂荣,78153,0.9042373300262216,0.6291963317606479,,,吴洁,顾淑华,05-10-2024,(0.5102031316190048+0.2892196917944081j),09-28-2000,Darrell Lopez,74566291365214220201,(0.6232874002903238+0.3147839469442283j),73691218883900218301,7179488863,YES,True,14-08-1998,92656,C,711,10-07-2020,44432187719327332758,2009-04-13,often,2479427762,Alex Lee,27-02-2013,0.021544100856188853,2009-02-10,339,,False,,False,2009-04-27,0.37228411440650955,01-08-2007,,every,,0.7161547863503959,(0.9095227601230281+0.7608302151476805j),True,4734138923,attorney,46638110816612615052,masonnancy@example.com,Missing,zachary10@example.com,B,C,34149,704,(0.9076900727136435+0.6992604340131596j),2018-11-27,courtney07@example.net,steven30@example.net,26-05-2013,,64872,01-01-2004,98684586596833359703,(0.7359370972027391+0.8187437946888354j),01-31-2012,C,2020-08-30,0.9970099306076926,66077294589900053819,442,,6706431615
26-11-1999,2001-11-03,B,6532118162,Wendy Gomez,(0.5892822613131339+0.5318924750456794j),10-11-2000,0.8378391288680388,,73079422924852346573,,art,08-11-2015,03-03-2019,03-22-2006,27-02-2008,(0.4618050680756949+0.43641636395567174j),0.6941220211334022,False,B,朱丽华,王明,,A,,程畅,,张婷婷,34857,0.12735695039287076,0.429613164928039,,,周军,张桂荣,10-27-2016,(0.9764704588004859+0.7191775138386466j),08-17-2011,Anna Hamilton,74062942726968367812,(0.9627748745607736+0.35098112747304766j),60580396140198774593,9577939864,False,True,10/09/2021,79496,A,111,09-05-1999,60260250645890064506,14/11/14,force,9657330359,James Gutierrez,30-05-2019,0.012806666796486565,1998-05-28,little,14-11-1998,YES,,YES,02/07/02,0.643157718477826,14-07-2023,,wife,,0.4630703789421742,(0.4255417401113756+0.3318361842870565j),False,5439508144,successful,42621096506325452205,howardmichele@example.org,,dorseystephen@example.com,,D,27518,hand,(0.5133758575341003+0.6425903058794946j),2018-10-31,davidsmith@example.org,mitchellsean@example.com,01-09-2017,Samantha Miller,55895,,12718245176125981283,(0.8660235290314791+0.46667991824726196j),11-18-2006,C,2006-10-09,0.06593516432656155,37036786615589795855,glass,,5456281211
2005-09-10,2011-06-17,D,8544641071,Samuel Chapman,(0.2909823261418404+0.5003619254085735j),20-11-2019,0.5648593800492058,B,10306355235899466071,,my,,2002-05-24,04-08-2013,22-04-2003,(0.31553360708949774+0.714183440587646j),0.1136451917573923,,D,白艳,唐阳,Nathan Miller,A,09-01-1994,何玉珍,D,陈玉珍,24005,0.3813331137212297,0.4848256973106617,24-09-1999,,王玉华,曹利,10-31-2014,(0.9332502435148944+0.09463250691223424j),06-09-1996,,79607980062185772611,(0.4549630393711154+0.03199511425725532j),37833193950566789511,7673606429,True,True,03-12-2020,47813,B,between,11-10-1997,63540834657952758951,10-24-1998,rather,5502741948,Lisa Reese,19-11-2015,0.32789496061729173,2020-11-01,though,26-11-1996,NO,,NO,04-05-2004,0.9407705431754462,23-11-1996,each,indeed,,0.06636048121994909,(0.1914853718111036+0.8620760433070475j),True,2789224269,within,35491910379704286206,terry48@example.com,,vwilson@example.org,A,B,55867,major,(0.9580574420340205+0.17035625429699364j),2004-09-18,debra26@example.org,ikerr@example.org,,Tina Sutton,50583,,26899321548269209950,(0.20023721497245806+0.6412992294502485j),01-17-2016,C,2003-09-03,0.019572469066673315,61689098334085882770,299,YES,1769658683
22/11/22,1996-01-30,B,1854023621,Donna Salas,(0.6472523977884018+0.8093534743699434j),22-06-2016,0.6855393972426845,D,21743156040603536130,False,reflect,,1999-05-22,10-14-2017,14-12-2022,(0.7097767658261003+0.25885655676256736j),0.37851410465022073,YES,D,姬春梅,陈林,,D,,李娜,A,蒋强,55352,0.032184485976513244,0.6530007411243541,,,罗宁,张强,12-06-1997,(0.4814159055058175+0.8751222324887876j),10-07-2016,,28135431462842610177,(0.39133607202270626+0.3185682270030217j),23833644875167060845,7296129506,YES,True,02/21/2006,22149,D,360,03-02-2012,31965753946257580924,07/12/2020,interest,6330109452,Kim Brennan,23-01-2004,0.4746432865068141,,483,,,,True,2011-03-12,0.2156166035160918,09-08-2001,,108,,0.4946855721591161,(0.18614179377461815+0.850225938180747j),True,7733169046,management,16585790869407298232,oatkins@example.org,Not found,elizabethchavez@example.org,,B,42346,934,(0.44322439551712345+0.9276919830401172j),1997-06-22,mporter@example.org,vincent75@example.net,05-09-2021,,78523,01-10-2010,78697214864619880476,(0.6733967227109955+0.40344232013352477j),07-29-2003,C,2007-06-09,0.3311063204532664,44929505667867611226,certain,YES,2977024098
12-28-2006,2015-12-17,A,6751693606,Amanda Miller,(0.22432756892890215+0.13736656165078687j),11-06-2013,0.28904011497262594,D,67689613194807980679,True,fish,,10/17/2019,11-10-2011,31-05-1995,(0.674279053189397+0.5589529362409021j),0.7394157468045183,False,,屈淑兰,白伟,Jerry Nguyen,A,,易桂芝,,管秀梅,43549,0.8543986140178008,0.22195328562364391,24-05-2005,05-12-2017,赵娟,蔡桂兰,09-09-2002,(0.2141480944914369+0.12455106323933696j),02-13-2005,Micheal Douglas,88219631102807805272,(0.8271644108997506+0.826366679398235j),78228365824849029615,5471222051,True,True,26-04-2011,91297,D,together,01-15-2009,64106881527768831522,09/22/2007,election,9838529103,Kathleen Spencer,16-06-1999,0.1657459829832374,,296,05-10-2010,YES,,,1996-03-30,0.37433706692255997,06-01-2004,seek,937,28-07-2023,0.02728711800193606,(0.5581434591663578+0.9697680761853761j),False,7914633850,334,74771447033778063711,michelle37@example.net,Missing,bwilliams@example.org,C,C,93145,leg,(0.7724010034300525+0.4427945101563967j),2022-09-25,sheliawade@example.net,megan54@example.org,,,10089,12-31-2008,97744085446413744606,(0.8034903851366522+0.09896701575792666j),04-07-2009,,2005-04-16,0.47187616552718903,33670012714093543030,thus,NO,5411064567
12/18/2001,2019-03-06,D,4856944536,David Sparks,(0.9982251877493712+0.6359834144951465j),04-08-2007,0.3901412627942785,,18894045874936571040,NO,217,,09-11-2002,12-10-2012,09-11-2013,(0.7011366046596348+0.5529557476736028j),0.6961303803219552,True,B,聂彬,胡洋,,D,,朱伟,B,吴华,14608,0.07258798082169404,0.8926995407227688,,,尚辉,朱健,08-24-2013,(0.203883879641663+0.8609453843983879j),07-12-1997,,54038340539569763412,(0.004934758813292195+0.5544546411801111j),99060144545057661726,3608359197,False,False,2012-06-28,46398,A,if,12-10-2018,57328500152362289444,2022-06-14,734,8715022234,Eric Harding,31-10-2023,0.4084972429216175,2014-06-20,199,27-04-1999,True,,True,06/05/2013,0.6246494541342401,01-05-2011,,604,,0.11861330474691278,(0.7664623168422079+0.34785932699709166j),True,5199980668,404,59997681141251720332,gonzalezjames@example.org,,apriltrevino@example.org,D,C,41261,respond,(0.5719354445127847+0.6837196643851952j),2019-01-27,lynn29@example.org,evanssamuel@example.org,27-08-2017,,17639,,16989053047279453717,(0.6263985072509217+0.5249718121302296j),11-28-2005,A,1997-12-22,0.48773071701609294,27317570882433115513,east,True,6260735000
1995-06-12,2013-02-11,A,7695185708,Sean Nguyen,(0.25377936727615547+0.1550151384562133j),08-11-2018,0.9156091550020087,B,49424392780605692877,YES,301,23-01-2022,1999-01-02,01-05-2016,11-05-1997,(0.8173621024298882+0.3197505563465646j),0.535523492744111,NO,B,臧斌,张丽华,,D,,刘玉珍,B,陈洋,92707,0.8370551059134458,0.03898251716853862,,,单玉华,周建国,04-29-2015,(0.024894548855358578+0.2146695242848896j),04-20-2024,Stuart Kramer,91614008059400688904,(0.1904312918731501+0.6520582004805597j),90846552305130871827,1966693006,,True,07-01-2016,11178,C,control,12-14-2020,85889352207602256090,04/12/04,couple,2531231405,James Lawson,05-03-2013,0.0650801042638216,,309,19-06-2011,True,area,NO,25-09-1999,0.5564680259699005,04-01-2000,remember,133,16-05-2014,0.9492549055169022,(0.35623303486805535+0.19427940818284617j),False,8840113420,642,3599901597376595347,zvillarreal@example.net,Not found,djohnson@example.com,B,A,31890,900,(0.9357139825475121+0.9967954689747445j),2017-05-18,hansennicholas@example.org,kruegeranne@example.com,,,94690,,51851449160274256259,(0.25555396787910956+0.1314920368150978j),03-10-1995,A,2003-02-27,0.2462909474436774,72472828463542369522,817,NO,5874945468
22-08-2003,2000-08-09,D,1308774212,Benjamin Kramer,(0.08041333034310982+0.062303853015162614j),21-08-2000,0.980053951214224,D,89699361166161829130,NO,prepare,,25/08/25,,29-12-2019,(0.4502213443779699+0.530318364152086j),0.6318313803699107,NO,C,曾志强,李丽,,D,,吕华,,黄慧,35059,0.7192144318929795,0.3298789201296233,21-05-2008,,赵丽丽,陈俊,04-17-2011,(0.631962667702163+0.6163672330550668j),03-05-2009,Tanya Melton,5588764575776669927,(0.14605137440932636+0.9697189786345712j),93261238434144911443,2119629109,,True,20-11-1997,79538,,improve,07-01-2000,99008212500368152902,07/08/2017,470,9003090527,Kathleen Walter,01-10-2019,0.2905986312491873,,offer,10-08-2021,NO,,NO,10/17/1999,0.8303587602216355,08-04-2009,may,850,,0.1672905329312896,(0.9140562819427873+0.26943182923917963j),True,3936920756,perhaps,83488056555775438593,amandawilliams@example.com,Not found,timothy14@example.com,D,B,86751,298,(0.533610620263666+0.22785548424322188j),2022-05-11,mistyhiggins@example.org,brianrojas@example.org,,,84905,,47143248849029600797,(0.41170605966557916+0.41813664858835187j),04-26-2002,B,2006-03-31,0.6273649105275176,30975907947119901928,he,False,9670134882
05-08-2013,2000-10-04,,9225018434,Darren Baker,(0.8015198428143343+0.2881038981710129j),30-12-2002,0.7070858695770764,C,63680464396766635333,NO,250,,01/05/01,06-03-1995,21-07-2019,(0.6538276895302395+0.8227174624053529j),0.000937797314623845,True,B,石莉,黄敏,,D,,耿畅,D,陈辉,22077,0.7192575270401507,0.5083578448255801,18-03-2006,,赵红梅,胡丽,12-20-1994,(0.832842975441689+0.17203868690695734j),07-08-2017,,59538515704086307239,(0.6992602104883956+0.35790879845248613j),40285019046986496759,5215373626,True,True,2014-10-23,76199,D,south,08-13-1999,21966123588629969169,15-03-2002,civil,6558644942,Michael Green,17-09-2006,0.6051216429582414,2023-02-17,test,,True,skin,NO,30-08-2023,0.9107526531230615,16-08-1995,,network,,0.7987836744838128,(0.9231600172831577+0.10274210552217666j),True,9720861412,541,35818162885420982339,suttonelizabeth@example.com,father,ayersbrittany@example.com,,,30734,south,(0.18116632836688562+0.04517566163345976j),2002-06-02,sheryl25@example.com,erinwoods@example.net,10-10-2003,Ann Lopez,15678,11-07-2021,89843430456828219908,(0.18828283160192905+0.4591942684854239j),10-09-2023,D,2001-03-29,0.03915231995406443,46227542562603300269,166,True,2398695051
10/09/10,2012-01-15,B,3367128546,Heather Robertson,(0.05118394580110852+0.7088761081621981j),18-02-2016,0.22648313433433787,B,58072398035385134150,,training,,28-06-2024,04-10-1996,04-07-2001,(0.2041932879256061+0.6506794493863746j),0.47151418621849905,False,,张刚,董利,Kristina Lopez,B,,张雪梅,A,张淑英,23734,0.5394129495175071,0.5392337270387432,15-06-2003,11-11-2002,林文,王帅,04-05-2021,(0.6103551681551422+0.558856048188758j),07-16-2004,Frances Frazier,79645680642484444057,(0.9493200386711541+0.36971361242836975j),89236685871362484963,1420019766,True,False,10/04/2018,87377,C,future,10-19-2013,15341073246335613137,2009-07-02,64,2525568473,Sharon Woods,28-12-2020,0.3391526360355246,,236,18-01-2007,True,staff,YES,02-12-2023,0.7600831953159652,07-01-2006,,176,,0.10913315044757044,(0.629865989004384+0.3669545422585804j),False,9041291219,family,708875020005585482,georgehannah@example.net,,smithronald@example.net,,B,51431,consumer,(0.20152081459021487+0.1525734883849671j),2019-01-15,claire10@example.net,davidcarson@example.org,06-08-2008,Tanya Rivera,50438,,38452484297822407160,(0.3543757374210449+0.5954985366086082j),01-30-2023,B,2010-09-02,0.12878266204397204,56119003764977519046,certainly,YES,5092653387
01/26/2017,2002-11-13,D,8787079983,Tara Patel,(0.1348779844589958+0.41605401547727083j),18-11-2022,0.14890990802852233,,20366787452334278317,,popular,,2007-11-20,,17-04-2024,(0.6942864842074854+0.15421090833328288j),0.6404299279932908,,A,许浩,高岩,Brendan Smith,C,01-28-1998,黄畅,,李东,91178,0.6113016008585496,0.364654949980706,13-12-2012,,余涛,万秀英,06-06-2004,(0.19430429134638127+0.9888051820676983j),10-28-2023,Karen Mosley,86798900758550503534,(0.10211958014428435+0.09921896216667014j),40882755092043382427,8255097397,False,False,06/08/06,84684,,978,02-22-2007,56630603292919739899,09/04/09,add,7502932646,Taylor Meyers,17-08-1997,0.8081796410439002,,member,,NO,,YES,12/18/2009,0.004399321115774235,07-07-2005,great,result,,0.8949515550954213,(0.009967417194613692+0.7551108413535341j),True,2896497138,watch,55164980595724815628,esmith@example.com,missing,todd41@example.net,B,,94652,effort,(0.5802362372144377+0.34365437576304403j),2014-03-30,kelseylowery@example.org,phughes@example.com,,,82361,07-19-1997,50871049887325000923,(0.1704602422353576+0.05263959814123875j),06-06-2017,C,1998-01-10,0.7703607473748472,13927433362139722659,travel,False,2614437333
24/07/24,2004-02-14,C,2707773816,Kevin Weber,(0.45746744097984093+0.7382468158059591j),02-06-2002,0.06357085992695377,A,96706989480707260561,,494,,2012-07-26,03-26-2021,02-01-2005,(0.4650755723092589+0.521888349920593j),0.5710470303625371,NO,C,张琴,欧阳明,Daniel Harris,C,,张兰英,,梁军,59294,0.027184025054143857,0.5351296621236002,,13-11-1994,冯兰英,陈静,02-07-2017,(0.6524070696996878+0.0764804417255085j),10-15-2007,,2799173912885934605,(0.6701145645635581+0.5064324282741672j),85698357889264585697,7555705469,YES,True,14/03/14,45108,,961,12-05-1996,67795795911304901057,01-10-2001,793,1475093119,Karen Ramos,17-03-2000,0.7452003028141604,,food,,YES,,YES,14/02/14,0.04873928570084074,09-01-2001,,north,,0.18284748963814934,(0.09329604479896003+0.2093163168578177j),False,5527295715,service,42045190090533581448,hillleslie@example.net,,sramsey@example.com,A,D,62338,in,(0.5463634540853355+0.6042385081801765j),2007-02-08,swilliams@example.net,ihill@example.com,09-06-2016,,60282,01-13-2019,96255133104824565720,(0.40799314168239376+0.17659657578905608j),01-06-2007,,2015-05-22,0.30631642877604326,36666506200226677842,531,True,2584993028
30/07/30,2017-12-31,,2797478773,Laura Garza,(0.16641745243135309+0.21414092421796027j),07-11-1994,0.577001213439015,C,3404742293702386757,NO,herself,,02-29-2008,12-08-2010,01-04-1997,(0.8663267736834692+0.3761553256707022j),0.7818139724302149,YES,B,吴玲,石洋,,,,史明,D,林小红,50811,0.5599568271247042,0.6321864860363401,,10-06-2006,王红霞,林玉英,05-14-1996,(0.539503213792878+0.8865732057364788j),03-03-2008,,5371224416720927839,(0.9314912100056134+0.5987028549489443j),9952404842572398528,7422169828,True,False,04-14-2010,54041,A,468,08-20-2013,98009255277731480361,03/24/1995,order,8119239890,Jenna Ward,09-09-2021,0.396644496362225,,hand,13-03-1998,True,,,2010-12-02,0.35778188794409727,04-05-2020,sort,address,,0.6256130455321072,(0.31011180183761855+0.7197690585998281j),False,2076965474,probably,21557239606506370239,martinezdawn@example.org,positive,david15@example.com,B,,63142,769,(0.07356698219290536+0.05022419032276115j),2020-10-12,tturner@example.com,katelynhenderson@example.com,,,28270,,30689819310513102248,(0.9311359411262976+0.8199264066610762j),01-04-2016,C,2006-02-12,0.3145271028357991,78958736452981523392,chair,NO,6362919755
